claim_id,customer,customer_plant,claim_country,claim_language,claim_description,production_plant,production_country,part_category,part_name_ko,part_name_en,part_number,production_date,delivery_date,occurrence_date,claim_received_date,claim_confirmed_date,claim_status,defect_type_ko,defect_type_en,severity,claim_quantity,unit_price_usd,claim_amount_usd
CLM-001530,BMW,BMW Brilliance Shenyang,CN,zh,在Daytime Running Lamp（SL-LMP-12956）上发现Material Defect。由BMW Brilliance Shenyang确认。,상해삼립,CN,Lamp Systems,주간주행등,Daytime Running Lamp,SL-LMP-12956,2023-02-02,2023-02-14,2023-03-29,2023-04-12,2023-05-02,보상완료,소재불량,Material Defect,Minor,5,25.33,153.25
CLM-001531,GM,GM Fort Wayne Assembly,US,en,Dimensional Out-of-Spec detected on Rear Combination Lamp (SL-LMP-68337). Identified at GM Fort Wayne Assembly.,북경삼립,CN,Lamp Systems,리어콤비램프,Rear Combination Lamp,SL-LMP-68337,2023-07-24,2023-07-27,2023-07-30,2023-08-10,2023-09-08,보상완료,치수불량,Dimensional Out-of-Spec,Major,100,63.97,7292.58
CLM-001532,KGM,KGM 평택공장,KR,ko,라디에이터서포트(SL-FEM-32085) 부품에서 설계결함 발생. KGM 평택공장에서 확인됨.,SL 진량공장,KR,Front End Module,라디에이터서포트,Radiator Support,SL-FEM-32085,2023-05-11,2023-05-17,2024-01-29,2024-01-31,2024-03-16,확정,설계결함,Design Flaw,Minor,3,14.19,45.98
CLM-001533,Hyundai,Beijing Hyundai Motor (BHMC),CN,zh,在Steering Knuckle（SL-CHS-52826）上发现Other。由Beijing Hyundai Motor (BHMC)确认。,호북삼립,CN,Chassis Systems,너클,Steering Knuckle,SL-CHS-52826,2023-02-09,2023-02-18,2023-11-15,2023-11-21,2023-12-31,보상완료,기타,Other,Minor,8,13.05,98.14
CLM-001534,Hyundai,Beijing Hyundai Motor (BHMC),CN,zh,在Lower Control Arm（SL-CHS-25133）上发现Surface & Plating Defect。由Beijing Hyundai Motor (BHMC)确认。,SL 옌타이,CN,Chassis Systems,로어암,Lower Control Arm,SL-CHS-25133,2023-11-20,2023-11-23,2024-05-19,2024-06-02,2024-06-25,보상완료,표면·도금불량,Surface & Plating Defect,Minor,12,43.92,669.34
CLM-001535,Subaru,Subaru of Indiana Automotive,US,en,Foreign Material Contamination detected on Wiring Harness (SL-ELE-11003). Identified at Subaru of Indiana Automotive.,SL Lumax (India),IN,Electrification,와이어링하네스,Wiring Harness,SL-ELE-11003,2025-01-09,2025-01-15,2025-06-13,2025-06-24,2025-08-08,기각,이물혼입,Foreign Material Contamination,Minor,50,35.04,1436.64
CLM-001536,Ford,Ford Michigan Assembly,US,en,Foreign Material Contamination detected on Fog Lamp (SL-LMP-23412). Identified at Ford Michigan Assembly.,SL Tennessee,US,Lamp Systems,안개등,Fog Lamp,SL-LMP-23412,2023-07-31,2023-08-13,2024-08-12,2024-08-16,2024-09-27,확정,이물혼입,Foreign Material Contamination,Minor,3,76.13,242.09
CLM-001537,Honda,Honda Suzuka Factory,JP,ja,Stabilizer Link（SL-CHS-92419）にWiring & Electrical Defectを検出。Honda Suzuka Factoryにて確認。,SL 천안공장,KR,Chassis Systems,스태빌라이저링크,Stabilizer Link,SL-CHS-92419,2022-12-09,2022-12-13,2023-09-21,2023-09-24,,조사중,배선·전장불량,Wiring & Electrical Defect,Critical,500,30.33,16833.15
CLM-001538,Hyundai,현대자동차 아산공장,KR,ko,액추에이터모터(SL-ELE-98301) 부품에서 설계결함 발생. Hyundai 현대자동차 아산공장에서 확인됨.,SL Poland,PL,Electrification,액추에이터모터,Actuator Motor,SL-ELE-98301,2023-07-27,2023-08-16,2024-04-10,2024-04-20,2024-06-04,보상완료,설계결함,Design Flaw,Minor,2,19.99,45.18
CLM-001539,Ford,Changan Ford Chongqing,CN,zh,在Actuator Motor（SL-ELE-51803）上发现Other。由Changan Ford Chongqing确认。,상해삼립,CN,Electrification,액추에이터모터,Actuator Motor,SL-ELE-51803,2024-01-19,2024-02-01,2024-11-10,2024-11-16,2024-12-12,보상완료,기타,Other,Major,200,23.77,5609.72
CLM-001540,GM,GM Spring Hill Assembly,US,en,Other detected on Power Window Switch (SL-ELE-84244). Identified at GM Spring Hill Assembly.,SL Alabama,US,Electrification,파워윈도우스위치,Power Window Switch,SL-ELE-84244,2022-04-10,2022-04-22,2023-04-11,2023-04-17,2023-05-23,보상완료,기타,Other,Minor,100,29.31,2901.69
CLM-001541,Ford,Changan Ford Chongqing,CN,zh,在Inside Mirror（SL-MIR-45830）上发现Functional Failure。由Changan Ford Chongqing确认。,SL 옌타이,CN,Mirror Systems,룸미러,Inside Mirror,SL-MIR-45830,2024-06-12,2024-06-16,2025-01-30,2025-02-01,2025-02-13,확정,기능불량,Functional Failure,Minor,20,24.66,448.81
CLM-001542,BMW,BMW Leipzig Plant,DE,de,Other bei Lower Control Arm (SL-CHS-93233) festgestellt. Erkannt bei BMW Leipzig Plant.,SL Poland,PL,Chassis Systems,로어암,Lower Control Arm,SL-CHS-93233,2022-05-13,2022-05-24,2023-02-11,2023-02-15,2023-03-15,확정,기타,Other,Major,200,17.3,3840.6
CLM-001543,Kia,기아 광주공장,KR,ko,로어암(SL-CHS-79665) 부품에서 설계결함 발생. Kia 기아 광주공장에서 확인됨.,SL 대구공장,KR,Chassis Systems,로어암,Lower Control Arm,SL-CHS-79665,2023-08-12,2023-08-20,2024-07-31,2024-08-04,2024-08-23,기각,설계결함,Design Flaw,Minor,5,21.95,87.8
CLM-001544,Hyundai,현대자동차 울산공장,KR,ko,안개등(SL-LMP-54827) 부품에서 기능불량 발생. Hyundai 현대자동차 울산공장에서 확인됨.,SL 안산공장,KR,Lamp Systems,안개등,Fog Lamp,SL-LMP-54827,2023-10-23,2023-10-29,2024-05-20,2024-05-26,2024-06-18,확정,기능불량,Functional Failure,Minor,8,79.98,697.43
CLM-001545,Hyundai,현대자동차 아산공장,KR,ko,후미등(SL-LMP-46379) 부품에서 표면·도금불량 발생. Hyundai 현대자동차 아산공장에서 확인됨.,호북삼립,CN,Lamp Systems,후미등,Tail Lamp,SL-LMP-46379,2023-05-11,2023-05-28,2023-12-03,2023-12-04,2023-12-20,확정,표면·도금불량,Surface & Plating Defect,Critical,500,34.39,20634.0
CLM-001546,BMW,BMW Spartanburg Plant,US,en,Assembly Defect detected on Stabilizer Link (SL-CHS-80493). Identified at BMW Spartanburg Plant.,SL Tennessee,US,Chassis Systems,스태빌라이저링크,Stabilizer Link,SL-CHS-80493,2023-01-02,2023-01-17,2023-10-13,2023-10-17,,조사중,조립불량,Assembly Defect,Minor,3,31.97,95.91
CLM-001547,Honda,Honda Marysville Auto Plant,US,en,Functional Failure detected on Lower Control Arm (SL-CHS-88674). Identified at Honda Marysville Auto Plant.,SL Alabama,US,Chassis Systems,로어암,Lower Control Arm,SL-CHS-88674,2023-08-02,2023-08-05,2023-10-12,2023-10-17,,조사중,기능불량,Functional Failure,Major,100,42.61,3792.29
CLM-001548,Hyundai,현대자동차 아산공장,KR,ko,와이어링하네스(SL-ELE-72238) 부품에서 표면·도금불량 발생. Hyundai 현대자동차 아산공장에서 확인됨.,SL 천안공장,KR,Electrification,와이어링하네스,Wiring Harness,SL-ELE-72238,2022-06-12,2022-06-22,2023-01-11,2023-01-14,2023-01-19,보상완료,표면·도금불량,Surface & Plating Defect,Minor,2,47.76,104.12
CLM-001549,GM,GM Spring Hill Assembly,US,en,Surface & Plating Defect detected on Outside Mirror (SL-MIR-15909). Identified at GM Spring Hill Assembly.,SL Tennessee,US,Mirror Systems,아웃사이드미러,Outside Mirror,SL-MIR-15909,2025-03-14,2025-03-18,2025-05-06,2025-05-08,2025-06-21,확정,표면·도금불량,Surface & Plating Defect,Minor,5,38.68,175.99
CLM-001550,BMW,BMW Leipzig Plant,DE,de,Foreign Material Contamination bei Tail Lamp (SL-LMP-86253) festgestellt. Erkannt bei BMW Leipzig Plant.,SL Poland,PL,Lamp Systems,후미등,Tail Lamp,SL-LMP-86253,2024-04-17,2024-04-23,2024-11-30,2024-12-07,,조사중,이물혼입,Foreign Material Contamination,Minor,20,71.51,1630.43
CLM-001551,Ford,Ford Kentucky Truck Plant,US,en,Foreign Material Contamination detected on Sensor Module (SL-ELE-10322). Identified at Ford Kentucky Truck Plant.,SL Alabama,US,Electrification,센서모듈,Sensor Module,SL-ELE-10322,2024-09-08,2024-09-15,2025-07-09,2025-07-13,,접수,이물혼입,Foreign Material Contamination,Minor,5,16.15,74.29
CLM-001552,KGM,KGM 평택공장,KR,ko,너클(SL-CHS-47961) 부품에서 소재불량 발생. KGM 평택공장에서 확인됨.,SL 안산공장,KR,Chassis Systems,너클,Steering Knuckle,SL-CHS-47961,2024-05-30,2024-06-11,2025-06-22,2025-07-06,2025-07-09,확정,소재불량,Material Defect,Major,200,21.76,5135.36
CLM-001553,Hyundai,Beijing Hyundai Motor (BHMC),CN,zh,在Radiator Support（SL-FEM-66086）上发现Design Flaw。由Beijing Hyundai Motor (BHMC)确认。,북경삼립,CN,Front End Module,라디에이터서포트,Radiator Support,SL-FEM-66086,2024-04-25,2024-05-11,2025-05-11,2025-05-17,,조사중,설계결함,Design Flaw,Major,500,20.72,12950.0
CLM-001554,Kia,기아 광명공장,KR,ko,안개등(SL-LMP-72493) 부품에서 설계결함 발생. Kia 기아 광명공장에서 확인됨.,SL 성서공장,KR,Lamp Systems,안개등,Fog Lamp,SL-LMP-72493,2022-09-21,2022-09-26,2023-04-23,2023-05-06,2023-05-12,기각,설계결함,Design Flaw,Minor,3,40.98,140.15
CLM-001555,Kia,Kia India (Anantapur),IN,en,Surface & Plating Defect detected on Radiator Support (SL-FEM-92917). Identified at Kia India (Anantapur).,SL Lumax (India),IN,Front End Module,라디에이터서포트,Radiator Support,SL-FEM-92917,2025-01-27,2025-02-09,2025-05-25,2025-05-29,,조사중,표면·도금불량,Surface & Plating Defect,Major,500,21.13,11304.55
CLM-001556,BMW,BMW Leipzig Plant,DE,de,Material Defect bei Sensor Module (SL-ELE-94819) festgestellt. Erkannt bei BMW Leipzig Plant.,호북삼립,CN,Electrification,센서모듈,Sensor Module,SL-ELE-94819,2025-04-24,2025-05-10,2025-11-15,2025-11-19,2025-11-27,기각,소재불량,Material Defect,Minor,8,48.06,422.93
CLM-001557,Hyundai,현대자동차 울산공장,KR,ko,로어암(SL-CHS-84684) 부품에서 치수불량 발생. Hyundai 현대자동차 울산공장에서 확인됨.,SL 천안공장,KR,Chassis Systems,로어암,Lower Control Arm,SL-CHS-84684,2023-06-24,2023-06-29,2023-11-01,2023-11-05,,조사중,치수불량,Dimensional Out-of-Spec,Minor,12,31.78,423.31
CLM-001558,Stellantis,Stellantis Sterling Heights Assembly,US,en,Dimensional Out-of-Spec detected on Sensor Module (SL-ELE-23537). Identified at Stellantis Sterling Heights Assembly.,SL Alabama,US,Electrification,센서모듈,Sensor Module,SL-ELE-23537,2024-10-09,2024-10-29,2025-10-02,2025-10-06,2025-11-09,보상완료,치수불량,Dimensional Out-of-Spec,Minor,12,35.66,530.62
CLM-001559,Kia,기아 광명공장,KR,ko,전조등(SL-LMP-22892) 부품에서 설계결함 발생. Kia 기아 광명공장에서 확인됨.,SL 성서공장,KR,Lamp Systems,전조등,Head Lamp,SL-LMP-22892,2023-08-06,2023-08-09,2024-07-16,2024-07-30,2024-08-24,확정,설계결함,Design Flaw,Minor,20,50.54,899.61
CLM-001560,GM,GM Korea 창원공장,KR,ko,후미등(SL-LMP-73943) 부품에서 기능불량 발생. GM Korea 창원공장에서 확인됨.,상해삼립,CN,Lamp Systems,후미등,Tail Lamp,SL-LMP-73943,2023-08-06,2023-08-19,2024-01-10,2024-01-16,2024-02-03,확정,기능불량,Functional Failure,Minor,12,68.72,791.65
CLM-001561,Ford,Changan Ford Chongqing,CN,zh,在Power Window Switch（SL-ELE-77018）上发现Crack & Breakage。由Changan Ford Chongqing确认。,북경삼립,CN,Electrification,파워윈도우스위치,Power Window Switch,SL-ELE-77018,2023-10-11,2023-10-27,2024-08-24,2024-08-27,2024-10-05,확정,크랙·파손,Crack & Breakage,Minor,12,47.37,460.44
CLM-001562,Kia,기아 광명공장,KR,ko,사이드리피터미러(SL-MIR-64893) 부품에서 설계결함 발생. Kia 기아 광명공장에서 확인됨.,SL 성서공장,KR,Mirror Systems,사이드리피터미러,Side Repeater Mirror,SL-MIR-64893,2024-03-28,2024-04-17,2024-10-31,2024-11-15,2024-11-25,확정,설계결함,Design Flaw,Major,500,22.71,11468.55
CLM-001563,Hyundai,HMGMA (Hyundai Motor Group Metaplant America),US,en,Crack & Breakage detected on Side Repeater Mirror (SL-MIR-40332). Identified at HMGMA (Hyundai Motor Group Metaplant America).,SL Poland,PL,Mirror Systems,사이드리피터미러,Side Repeater Mirror,SL-MIR-40332,2023-10-19,2023-10-22,2024-10-16,2024-10-26,2024-11-11,확정,크랙·파손,Crack & Breakage,Critical,500,63.87,39280.05
CLM-001564,Hyundai,Beijing Hyundai Motor (BHMC),CN,zh,在Tail Lamp（SL-LMP-29312）上发现Assembly Defect。由Beijing Hyundai Motor (BHMC)确认。,동풍삼립(우한),CN,Lamp Systems,후미등,Tail Lamp,SL-LMP-29312,2023-08-22,2023-09-09,2024-02-06,2024-02-14,2024-03-30,확정,조립불량,Assembly Defect,Minor,8,84.2,868.94
CLM-001565,Ford,Changan Ford Chongqing,CN,zh,在Lower Control Arm（SL-CHS-78124）上发现Surface & Plating Defect。由Changan Ford Chongqing确认。,SL 성서공장,KR,Chassis Systems,로어암,Lower Control Arm,SL-CHS-78124,2023-08-23,2023-08-27,2024-08-19,2024-08-27,,접수,표면·도금불량,Surface & Plating Defect,Major,500,32.16,13989.6
CLM-001566,Kia,Kia India (Anantapur),IN,en,Foreign Material Contamination detected on Inside Mirror (SL-MIR-94555). Identified at Kia India (Anantapur).,SL Lumax (India),IN,Mirror Systems,룸미러,Inside Mirror,SL-MIR-94555,2022-11-21,2022-11-25,2023-11-16,2023-12-01,2023-12-21,확정,이물혼입,Foreign Material Contamination,Minor,2,55.89,111.78
CLM-001567,Kia,Kia Georgia Plant,US,en,Design Flaw detected on Side Repeater Mirror (SL-MIR-28431). Identified at Kia Georgia Plant.,SL Alabama,US,Mirror Systems,사이드리피터미러,Side Repeater Mirror,SL-MIR-28431,2025-04-17,2025-04-26,2025-12-01,2025-12-02,,접수,설계결함,Design Flaw,Minor,3,21.35,81.34
CLM-001568,Hyundai,Beijing Hyundai Motor (BHMC),CN,zh,在Horn（SL-FEM-81190）上发现Dimensional Out-of-Spec。由Beijing Hyundai Motor (BHMC)确认。,SL 옌타이,CN,Front End Module,혼,Horn,SL-FEM-81190,2023-10-30,2023-11-08,2024-02-21,2024-02-28,2024-04-07,보상완료,치수불량,Dimensional Out-of-Spec,Minor,1,33.57,35.25
CLM-001569,Subaru,Subaru Gunma Oizumi Plant,JP,ja,Bumper Beam（SL-FEM-53983）にDesign Flawを検出。Subaru Gunma Oizumi Plantにて確認。,SL 옌타이,CN,Front End Module,범퍼빔,Bumper Beam,SL-FEM-53983,2023-07-15,2023-07-27,2024-06-02,2024-06-17,2024-07-28,확정,설계결함,Design Flaw,Minor,1,23.18,22.95
CLM-001570,Kia,Kia India (Anantapur),IN,en,Surface & Plating Defect detected on Tail Lamp (SL-LMP-29080). Identified at Kia India (Anantapur).,SL 대구공장,KR,Lamp Systems,후미등,Tail Lamp,SL-LMP-29080,2023-07-22,2023-08-05,2024-06-19,2024-07-02,2024-08-10,보상완료,표면·도금불량,Surface & Plating Defect,Minor,12,28.24,382.93
CLM-001571,Honda,Honda Marysville Auto Plant,US,en,Wiring & Electrical Defect detected on Bumper Beam (SL-FEM-72284). Identified at Honda Marysville Auto Plant.,SL Alabama,US,Front End Module,범퍼빔,Bumper Beam,SL-FEM-72284,2024-03-06,2024-03-10,2024-12-07,2024-12-16,2025-01-01,보상완료,배선·전장불량,Wiring & Electrical Defect,Minor,100,23.58,2782.44
CLM-001572,Ford,Ford-Werke Cologne,DE,de,Foreign Material Contamination bei Lower Control Arm (SL-CHS-45643) festgestellt. Erkannt bei Ford-Werke Cologne.,SL Poland,PL,Chassis Systems,로어암,Lower Control Arm,SL-CHS-45643,2024-03-24,2024-04-07,2024-05-10,2024-05-17,2024-06-21,확정,이물혼입,Foreign Material Contamination,Minor,2,34.67,84.59
CLM-001573,Hyundai,현대자동차 울산공장,KR,ko,너클(SL-CHS-51906) 부품에서 조립불량 발생. Hyundai 현대자동차 울산공장에서 확인됨.,SL 천안공장,KR,Chassis Systems,너클,Steering Knuckle,SL-CHS-51906,2024-04-03,2024-04-07,2024-12-22,2024-12-26,,조사중,조립불량,Assembly Defect,Minor,2,42.43,89.95
CLM-001574,Kia,기아 광주공장,KR,ko,센서모듈(SL-ELE-14730) 부품에서 소재불량 발생. Kia 기아 광주공장에서 확인됨.,SL 천안공장,KR,Electrification,센서모듈,Sensor Module,SL-ELE-14730,2022-08-24,2022-08-28,2023-07-06,2023-07-09,2023-08-23,보상완료,소재불량,Material Defect,Minor,20,50.39,1068.27
CLM-001575,GM,GM Brazil Gravataí,BR,pt,Dimensional Out-of-Spec detectado em Head Lamp (SL-LMP-57947). Identificado na GM Brazil Gravataí.,SL Brazil,BR,Lamp Systems,전조등,Head Lamp,SL-LMP-57947,2025-04-20,2025-05-06,2025-11-22,2025-12-05,,조사중,치수불량,Dimensional Out-of-Spec,Minor,2,30.54,66.58
CLM-001576,Stellantis,Stellantis Sterling Heights Assembly,US,en,Wiring & Electrical Defect detected on Inside Mirror (SL-MIR-18607). Identified at Stellantis Sterling Heights Assembly.,SL Tennessee,US,Mirror Systems,룸미러,Inside Mirror,SL-MIR-18607,2025-07-29,2025-08-11,2025-09-02,2025-09-16,,접수,배선·전장불량,Wiring & Electrical Defect,Minor,5,38.75,180.19
CLM-001577,BMW,BMW Leipzig Plant,DE,de,Other bei Bonnet Latch (SL-FEM-81490) festgestellt. Erkannt bei BMW Leipzig Plant.,SL 안산공장,KR,Front End Module,본넷래치,Bonnet Latch,SL-FEM-81490,2024-09-07,2024-09-21,2025-01-26,2025-01-30,2025-03-11,보상완료,기타,Other,Minor,100,12.4,1091.2
CLM-001578,Kia,기아 광명공장,KR,ko,액추에이터모터(SL-ELE-18720) 부품에서 기능불량 발생. Kia 기아 광명공장에서 확인됨.,SL 안산공장,KR,Electrification,액추에이터모터,Actuator Motor,SL-ELE-18720,2024-01-24,2024-02-04,2024-11-07,2024-11-22,2024-12-30,확정,기능불량,Functional Failure,Major,200,49.11,7857.6
CLM-001579,Honda,Honda Marysville Auto Plant,US,en,Surface & Plating Defect detected on Inside Mirror (SL-MIR-33431). Identified at Honda Marysville Auto Plant.,SL Tennessee,US,Mirror Systems,룸미러,Inside Mirror,SL-MIR-33431,2024-08-01,2024-08-16,2025-09-07,2025-09-14,2025-10-28,확정,표면·도금불량,Surface & Plating Defect,Minor,8,35.83,321.04
CLM-001580,Stellantis,Stellantis Toluca Assembly,MX,es,Se detectó Surface & Plating Defect en Sensor Module (SL-ELE-49298). Identificado en Stellantis Toluca Assembly.,SL Mexico (SLP),MX,Electrification,센서모듈,Sensor Module,SL-ELE-49298,2025-03-19,2025-03-29,2025-05-23,2025-05-24,2025-06-25,보상완료,표면·도금불량,Surface & Plating Defect,Minor,1,34.08,36.81
CLM-001581,GM,GM Brazil Gravataí,BR,pt,Material Defect detectado em Side Repeater Mirror (SL-MIR-31878). Identificado na GM Brazil Gravataí.,SL Mexico (SLP),MX,Mirror Systems,사이드리피터미러,Side Repeater Mirror,SL-MIR-31878,2024-12-29,2025-01-16,2025-09-17,2025-09-25,2025-10-05,보상완료,소재불량,Material Defect,Major,100,34.62,3323.52
CLM-001582,Ford,Changan Ford Chongqing,CN,zh,在Rear Combination Lamp（SL-LMP-18058）上发现Design Flaw。由Changan Ford Chongqing确认。,SL 옌타이,CN,Lamp Systems,리어콤비램프,Rear Combination Lamp,SL-LMP-18058,2022-05-31,2022-06-05,2023-01-18,2023-01-21,,조사중,설계결함,Design Flaw,Minor,8,34.15,259.54
CLM-001583,Kia,기아 광명공장,KR,ko,스태빌라이저링크(SL-CHS-96330) 부품에서 기타 발생. Kia 기아 광명공장에서 확인됨.,SL 대구공장,KR,Chassis Systems,스태빌라이저링크,Stabilizer Link,SL-CHS-96330,2024-09-10,2024-09-27,2025-09-17,2025-09-25,,조사중,기타,Other,Minor,20,42.84,976.75
CLM-001584,BMW,BMW Brilliance Shenyang,CN,zh,在Horn（SL-FEM-62266）上发现Other。由BMW Brilliance Shenyang确认。,호북삼립,CN,Front End Module,혼,Horn,SL-FEM-62266,2024-02-17,2024-03-05,2025-04-04,2025-04-11,2025-05-22,확정,기타,Other,Major,500,18.2,11193.0
CLM-001585,Hyundai,HMMA (Hyundai Motor Manufacturing Alabama),US,en,Surface & Plating Defect detected on Inside Mirror (SL-MIR-28141). Identified at HMMA (Hyundai Motor Manufacturing Alabama).,SL Tennessee,US,Mirror Systems,룸미러,Inside Mirror,SL-MIR-28141,2024-02-18,2024-03-03,2025-02-16,2025-02-20,2025-04-03,보상완료,표면·도금불량,Surface & Plating Defect,Minor,3,26.36,66.43
CLM-001586,Hyundai,HMMA (Hyundai Motor Manufacturing Alabama),US,en,Material Defect detected on Fog Lamp (SL-LMP-47291). Identified at HMMA (Hyundai Motor Manufacturing Alabama).,SL Alabama,US,Lamp Systems,안개등,Fog Lamp,SL-LMP-47291,2024-09-17,2024-09-27,2025-09-06,2025-09-13,,조사중,소재불량,Material Defect,Minor,12,57.03,766.48
CLM-001587,Hyundai,HMMA (Hyundai Motor Manufacturing Alabama),US,en,Dimensional Out-of-Spec detected on Daytime Running Lamp (SL-LMP-29843). Identified at HMMA (Hyundai Motor Manufacturing Alabama).,SL Tennessee,US,Lamp Systems,주간주행등,Daytime Running Lamp,SL-LMP-29843,2025-04-30,2025-05-03,2025-05-08,2025-05-17,,조사중,치수불량,Dimensional Out-of-Spec,Minor,12,61.43,855.11
CLM-001588,BMW,BMW Brilliance Shenyang,CN,zh,在Wiring Harness（SL-ELE-38921）上发现Functional Failure。由BMW Brilliance Shenyang确认。,SL Mexico (SLP),MX,Electrification,와이어링하네스,Wiring Harness,SL-ELE-38921,2024-04-30,2024-05-19,2024-10-14,2024-10-23,2024-11-17,기각,기능불량,Functional Failure,Minor,2,37.01,62.92
CLM-001589,GM,GM Fort Wayne Assembly,US,en,Design Flaw detected on Side Repeater Mirror (SL-MIR-76238). Identified at GM Fort Wayne Assembly.,SL Alabama,US,Mirror Systems,사이드리피터미러,Side Repeater Mirror,SL-MIR-76238,2024-05-21,2024-06-05,2025-04-26,2025-05-10,2025-05-28,확정,설계결함,Design Flaw,Minor,1,63.83,54.26
CLM-001590,KGM,KGM 평택공장,KR,ko,로어암(SL-CHS-77953) 부품에서 설계결함 발생. KGM 평택공장에서 확인됨.,SL 천안공장,KR,Chassis Systems,로어암,Lower Control Arm,SL-CHS-77953,2023-04-27,2023-05-12,2023-10-18,2023-10-27,2023-12-06,확정,설계결함,Design Flaw,Minor,50,34.1,1619.75
CLM-001591,Hyundai,현대자동차 울산공장,KR,ko,파워윈도우스위치(SL-ELE-97041) 부품에서 이물혼입 발생. Hyundai 현대자동차 울산공장에서 확인됨.,SL 진량공장,KR,Electrification,파워윈도우스위치,Power Window Switch,SL-ELE-97041,2023-02-14,2023-02-26,2023-04-12,2023-04-23,2023-04-27,기각,이물혼입,Foreign Material Contamination,Minor,2,36.52,78.88
CLM-001592,Kia,기아 광명공장,KR,ko,주간주행등(SL-LMP-95419) 부품에서 표면·도금불량 발생. Kia 기아 광명공장에서 확인됨.,SL Poland,PL,Lamp Systems,주간주행등,Daytime Running Lamp,SL-LMP-95419,2023-02-07,2023-02-11,2024-02-20,2024-03-06,2024-03-21,기각,표면·도금불량,Surface & Plating Defect,Minor,12,83.41,1221.12
CLM-001593,Honda,Honda Suzuka Factory,JP,ja,Head Lamp（SL-LMP-17453）にSurface & Plating Defectを検出。Honda Suzuka Factoryにて確認。,북경삼립,CN,Lamp Systems,전조등,Head Lamp,SL-LMP-17453,2022-05-17,2022-05-21,2023-03-19,2023-03-28,2023-05-07,보상완료,표면·도금불량,Surface & Plating Defect,Minor,2,60.95,129.21
CLM-001594,Ford,Ford-Werke Cologne,DE,de,Design Flaw bei Side Repeater Mirror (SL-MIR-94370) festgestellt. Erkannt bei Ford-Werke Cologne.,SL 대구공장,KR,Mirror Systems,사이드리피터미러,Side Repeater Mirror,SL-MIR-94370,2023-10-17,2023-10-28,2024-04-17,2024-04-19,2024-05-30,확정,설계결함,Design Flaw,Major,200,54.15,12021.3
CLM-001595,Kia,기아 광주공장,KR,ko,라디에이터서포트(SL-FEM-21602) 부품에서 조립불량 발생. Kia 기아 광주공장에서 확인됨.,SL Mexico (SLP),MX,Front End Module,라디에이터서포트,Radiator Support,SL-FEM-21602,2023-03-27,2023-04-12,2024-05-11,2024-05-18,2024-07-01,확정,조립불량,Assembly Defect,Minor,100,29.3,2461.2
CLM-001596,KGM,KGM 평택공장,KR,ko,너클(SL-CHS-43611) 부품에서 소재불량 발생. KGM 평택공장에서 확인됨.,SL 성서공장,KR,Chassis Systems,너클,Steering Knuckle,SL-CHS-43611,2025-07-10,2025-07-24,2025-07-26,2025-08-10,2025-08-17,기각,소재불량,Material Defect,Minor,1,44.32,50.52
CLM-001597,Subaru,Subaru of Indiana Automotive,US,en,Crack & Breakage detected on Side Repeater Mirror (SL-MIR-68702). Identified at Subaru of Indiana Automotive.,SL Alabama,US,Mirror Systems,사이드리피터미러,Side Repeater Mirror,SL-MIR-68702,2025-05-25,2025-06-01,2025-10-28,2025-10-30,2025-11-09,확정,크랙·파손,Crack & Breakage,Minor,3,53.36,176.09
CLM-001598,GM,GM Fort Wayne Assembly,US,en,Functional Failure detected on Head Lamp (SL-LMP-63154). Identified at GM Fort Wayne Assembly.,상해삼립,CN,Lamp Systems,전조등,Head Lamp,SL-LMP-63154,2025-01-27,2025-02-14,2025-09-21,2025-10-03,2025-11-07,보상완료,기능불량,Functional Failure,Major,50,50.88,3180.0
CLM-001599,BMW,BMW Munich Plant,DE,de,Design Flaw bei Sensor Module (SL-ELE-13221) festgestellt. Erkannt bei BMW Munich Plant.,SL Poland,PL,Electrification,센서모듈,Sensor Module,SL-ELE-13221,2022-06-05,2022-06-20,2023-06-29,2023-07-14,2023-08-26,보상완료,설계결함,Design Flaw,Minor,50,51.59,2295.76
CLM-001600,Hyundai,HMGMA (Hyundai Motor Group Metaplant America),US,en,Wiring & Electrical Defect detected on Wiring Harness (SL-ELE-68660). Identified at HMGMA (Hyundai Motor Group Metaplant America).,SL Tennessee,US,Electrification,와이어링하네스,Wiring Harness,SL-ELE-68660,2025-01-24,2025-02-08,2025-03-24,2025-04-07,2025-04-21,확정,배선·전장불량,Wiring & Electrical Defect,Critical,500,37.1,23187.5
CLM-001601,GM,SAIC-GM Shanghai,CN,zh,在Wiring Harness（SL-ELE-51679）上发现Functional Failure。由SAIC-GM Shanghai确认。,호북삼립,CN,Electrification,와이어링하네스,Wiring Harness,SL-ELE-51679,2023-05-15,2023-05-28,2023-08-06,2023-08-12,2023-09-14,기각,기능불량,Functional Failure,Minor,3,29.52,114.24
CLM-001602,Stellantis,Stellantis Sterling Heights Assembly,US,en,Dimensional Out-of-Spec detected on Actuator Motor (SL-ELE-51561). Identified at Stellantis Sterling Heights Assembly.,SL Alabama,US,Electrification,액추에이터모터,Actuator Motor,SL-ELE-51561,2023-01-11,2023-01-23,2023-03-02,2023-03-04,2023-03-13,보상완료,치수불량,Dimensional Out-of-Spec,Minor,12,31.73,415.03
